"table_catalog";"table_schema";"table_name";"column_name";"ordinal_position";"column_default";"is_nullable";"data_type";"character_maximum_length";"character_octet_length";"numeric_precision";"numeric_precision_radix";"numeric_scale";"datetime_precision";"interval_type";"interval_precision";"character_set_catalog";"character_set_schema";"character_set_name";"collation_catalog";"collation_schema";"collation_name";"domain_catalog";"domain_schema";"domain_name";"udt_catalog";"udt_schema";"udt_name";"scope_catalog";"scope_schema";"scope_name";"maximum_cardinality";"dtd_identifier";"is_self_referencing";"is_identity";"identity_generation";"identity_start";"identity_increment";"identity_maximum";"identity_minimum";"identity_cycle";"is_generated";"generation_expression";"is_updatable"
"ucip";"public";"hipertension_abdominal";"hco3prepercutaneo";31;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"31";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"hco3pospercutaneo72";30;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"30";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"hco3pospercutaneo48";29;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"29";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"hco3pospercutaneo24";28;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"28";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"guprepercutaneo";27;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"27";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"gupospercutaneo72";26;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"26";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"gupospercutaneo24";25;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"25";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"gupos48";24;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"24";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"gapco2prepercutaneo";23;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"23";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"gapco2pospercutaneo72";22;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"22";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"gapco2pospercutaneo48";21;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"21";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"gapco2pospercutaneo24";20;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"20";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"fio2prepercutaneo";19;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"19";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"fio2pospercutaneo72";18;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"18";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"fio2pospercutaneo48";17;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"17";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"fio2pospercutaneo24";16;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"16";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"dtdrento";15;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"15";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"dtdrenab";14;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"14";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"creatprepercutaneo";13;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"13";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"creatpospercutaneo72";12;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"12";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"creatpospercutaneo48";11;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"11";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"creatpospercutaneo24";10;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"10";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"bunprepercutaneo";9;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"9";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"bunpospercutaneo72";8;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"8";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"bunpospercutaneo48";7;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"7";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"bunpospercutaneo24";6;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"6";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"balpre";5;"";"YES";"integer";;;32;2;0;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"int4";"";"";"";;"5";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"astprepercutaneo";4;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"4";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"altprepercutaneo";3;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"3";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"albumprepercutaneo";2;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"2";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"id";1;"";"NO";"bigint";;;64;2;0;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"int8";"";"";"";;"1";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_pulmonar";"id";1;"";"NO";"bigint";;;64;2;0;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"int8";"";"";"";;"1";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_pulmonar";"estancia";39;"";"YES";"bigint";;;64;2;0;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"int8";"";"";"";;"39";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_pulmonar";"vpsap";38;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"38";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_pulmonar";"vminu";37;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"37";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_pulmonar";"vcorri";36;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"36";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_pulmonar";"tarte_sistolica";35;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"35";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_pulmonar";"sildenafi";34;"";"YES";"character varying";255;1020;;;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"varchar";"";"";"";;"34";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_pulmonar";"satfiocorreg";33;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"33";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_pulmonar";"satfio";32;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"32";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_pulmonar";"rxtorax";31;"";"YES";"character varying";255;1020;;;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"varchar";"";"";"";;"31";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_pulmonar";"resultadoproc";30;"";"YES";"character varying";255;1020;;;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"varchar";"";"";"";;"30";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_pulmonar";"presplateau";29;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"29";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_pulmonar";"presioarte";28;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"28";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_pulmonar";"pmva";27;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"27";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_pulmonar";"pip";26;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"26";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_pulmonar";"pharterial";25;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"25";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_pulmonar";"peep";24;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"24";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_pulmonar";"partp_sistolica";23;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"23";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_pulmonar";"modoventi";22;"";"YES";"character varying";255;1020;;;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"varchar";"";"";"";;"22";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_pulmonar";"metahemoglobinemia";21;"";"YES";"character varying";255;1020;;;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"varchar";"";"";"";;"21";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_pulmonar";"htc";20;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"20";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_pulmonar";"hgb";19;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"19";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_pulmonar";"hcoarterial";18;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"18";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_pulmonar";"gradohtp";17;"";"YES";"character varying";255;1020;;;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"varchar";"";"";"";;"17";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_pulmonar";"frecurespi";16;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"16";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_pulmonar";"fracoxige";15;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"15";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_pulmonar";"frac_eyec_ventri";14;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"14";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_pulmonar";"fecha_prim_eco";13;"";"YES";"date";;;;;;0;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"date";"";"";"";;"13";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_pulmonar";"esat";12;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"12";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_pulmonar";"epplateau";11;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"11";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_pulmonar";"epaofio";10;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"10";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_pulmonar";"epafcorregi";9;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"9";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_pulmonar";"eon";8;"";"YES";"character varying";255;1020;;;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"varchar";"";"";"";;"8";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_pulmonar";"eio";7;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"7";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_pulmonar";"ecomplince";6;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"6";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_pulmonar";"ecofecha";5;"";"YES";"date";;;;;;0;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"date";"";"";"";;"5";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_pulmonar";"coarterial";4;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"4";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_pulmonar";"ceco";3;"";"YES";"character varying";255;1020;;;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"varchar";"";"";"";;"3";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_pulmonar";"cardiomegalia";2;"";"YES";"character varying";255;1020;;;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"varchar";"";"";"";;"2";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"injuria_renal";"porcentaje_filtra_glom";20;"";"NO";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"20";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"injuria_renal";"resultado_biopsia_renal";22;"";"YES";"character varying";255;1020;;;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"varchar";"";"";"";;"22";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"injuria_renal";"nefroproteccion";18;"";"YES";"character varying";255;1020;;;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"varchar";"";"";"";;"18";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"injuria_renal";"nomabnefro";19;"";"YES";"character varying";255;1020;;;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"varchar";"";"";"";;"19";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"injuria_renal";"reporte_ecorenal";21;"";"YES";"character varying";255;1020;;;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"varchar";"";"";"";;"21";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"injuria_renal";"estancia";25;"";"YES";"bigint";;;64;2;0;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"int8";"";"";"";;"25";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"injuria_renal";"valfena";24;"";"NO";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"24";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"injuria_renal";"usoabnefrot";23;"";"YES";"character varying";255;1020;;;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"varchar";"";"";"";;"23";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"injuria_renal";"horas_anuria";12;"";"YES";"integer";;;32;2;0;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"int4";"";"";"";;"12";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"injuria_renal";"horas_oliguria";13;"";"YES";"integer";;;32;2;0;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"int4";"";"";"";;"13";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"injuria_renal";"indice_resistencia_renal_derecho";14;"";"NO";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"14";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"injuria_renal";"hipotens2horas";11;"";"YES";"character varying";255;1020;;;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"varchar";"";"";"";;"11";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"injuria_renal";"hidrocsalbypass";10;"";"YES";"integer";;;32;2;0;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"int4";"";"";"";;"10";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"injuria_renal";"fena";9;"";"YES";"character varying";255;1020;;;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"varchar";"";"";"";;"9";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"injuria_renal";"ecorenal";8;"";"YES";"character varying";255;1020;;;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"varchar";"";"";"";;"8";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"injuria_renal";"diaseica";7;"";"YES";"integer";;;32;2;0;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"int4";"";"";"";;"7";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"injuria_renal";"diasaines";6;"";"YES";"integer";;;32;2;0;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"int4";"";"";"";;"6";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"injuria_renal";"creatinina_dxira";5;"";"NO";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"5";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"injuria_renal";"bunsobre_creat";4;"";"NO";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"4";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"injuria_renal";"bundxira";3;"";"NO";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"3";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"injuria_renal";"biopsia_renal";2;"";"YES";"character varying";255;1020;;;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"varchar";"";"";"";;"2";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"injuria_renal";"id";1;"";"NO";"bigint";;;64;2;0;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"int8";"";"";"";;"1";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"injuria_renal";"indice_resistencia_renal_izquierdo";15;"";"NO";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"15";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"injuria_renal";"infusion_furosemida";16;"";"YES";"integer";;;32;2;0;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"int4";"";"";"";;"16";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"injuria_renal";"mediocontras";17;"";"YES";"character varying";255;1020;;;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"varchar";"";"";"";;"17";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"nom_procedqxcardiovascular";"nombre";2;"";"YES";"character varying";255;1020;;;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"varchar";"";"";"";;"2";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"nom_procedqxcardiovascular";"riesgo";3;"";"YES";"character varying";255;1020;;;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"varchar";"";"";"";;"3";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"nom_procedqxcardiovascular";"id";1;"";"NO";"bigint";;;64;2;0;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"int8";"";"";"";;"1";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"nombre_evidencia_modulo";"id";1;"";"NO";"bigint";;;64;2;0;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"int8";"";"";"";;"1";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"nombre_evidencia_modulo";"nombre_modulo";2;"";"YES";"character varying";255;1020;;;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"varchar";"";"";"";;"2";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"nombre_evidencia_modulo";"evidencia";3;"";"YES";"bigint";;;64;2;0;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"int8";"";"";"";;"3";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"organos_disfuncionales";"numero_org_dis";2;"";"NO";"integer";;;32;2;0;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"int4";"";"";"";;"2";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"organos_disfuncionales";"pelod";3;"";"NO";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"3";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"organos_disfuncionales";"pelod_morrir";4;"";"NO";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"4";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"organos_disfuncionales";"pmorrir";5;"";"NO";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"5";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
